id;name;disambiguatingDescription;description;longitude;latitude;streetAddress;postalCode;addressLocality;telephone;email;url;image;dateModified175fb35f-c932-42bc-b979-885e89f1dfc6;Beckenstube;Historisches Verwaltungsgebäude mit Ursprüngen im 13. Jahrhundert.;<p>Das Geb&auml;ude diente im 13. Jahrhundert als Amtsgeb&auml;ude der Augustinerpropstei &Ouml;hningen. 1412 wurde es von der Zunft zun Becken erworben. Heute wird es als Verwaltungsgeb&auml;ude genutzt.</p>;8.634490695330898;47.695583239548284;Beckenstube 3;8200;Schaffhausen;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/b/c/9/6/bc969fedeca76bd0be77dc970f10541ca5ce16da_sh_beckenstube_haus_juli_sommer__3____Kopie.jpeg'}];2026-06-30T13:29:02+02:00
1ddded46-1e2b-4e26-a919-ebee46aa3d13;Haus zum Einhorn;Hier befand sich die Apotheke von Johann Conrad Laffon, dem letzten männlichen Nachfahren der einzigen Hugenottenfamilie, die in Schaffhausen bleiben durfte.;<p>Die Fl&uuml;chtlinge wurden auf der Durchreise medizinisch versorgt: Apotheker, Barbiere und Chirurgen waren besch&auml;ftigt, Fieber zu senken, abgefrorene Zehen zu amputieren oder nach &Uuml;berf&auml;llen gar Sch&auml;delverletzungen zu behandeln. Auch die Totengr&auml;ber hatten viel Arbeit.</p>;8.633713;47.6965965;Fronwagplatz 8;8200;Schaffhausen;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/a/2/6/7/a2677efee9860f121209b7be0374d93c2b401bc7_haus_zum_einhorn_sh__3_.JPG'}];2026-06-30T13:29:25+02:00
27f7fe2f-14ed-4d4f-87bf-bd284ba258d3;Fronwagturm;Der Fronwagturm ist ein historischer Stadtturm in Schaffhausen mit einer eindrücklichen astronomischen Uhr aus dem 16. Jahrhundert.;<p>Im Fronwagturm hing fr&uuml;her die grosse Marktwaage, mit welcher die G&uuml;ter - die in Schaffhausen aus dem Schiff ausgeladen und unterhalb des Rheinfalls wieder auf die Schiffe geladen wurden - gewogen wurden. Die Waage steht heute im Museum zu Allerheiligen. Im Giebelfeld des Turmes sieht man die astronomische Uhr von Joachim Habrecht, welche zehn verschiedene M&ouml;glichkeiten anzeigt:</p><ol><li>Stunden</li><li>Wochentage</li><li>Mondlauf durch die Sternzeichen</li><li>Auf- und Absteigen des Mondes am Himmel</li><li>Stand der Sonne zum Zodiac (Tierkreis)</li><li>Jahreszeiten</li><li>Tag- und Nachtgleichen</li><li>Mondknoten</li><li>Finsternisse</li><li>Aspekte zwischen Sonne und Mond. Die schwarz-goldene Kugel &uuml;ber der r&ouml;mischen XII der Uhr zeigt das Ab- und Zunehmen des Mondes.</li></ol>;8.633338617187498;47.69637295;Fronwagplatz 4;8200;Schaffhausen;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/b/e/5/7/be575f62242b3a555f809b50d2128160e1ca7046_sh_fronwagturm_oktober_herbst__1_.jpg'}];2026-05-15T05:14:58+02:00
30d491d9-7ec9-4066-8803-0d39224cab1a;Kreuzgang Allerheiligen;Der Kreuzgang zu Allerheiligen ist der grösste Kreuzgang der Schweiz und umschliesst einen stillen, historischen Garten mitten in der Altstadt von Schaffhausen.;<p data-start="487" data-end="689">Der Kreuzgang zu Allerheiligen stammt aus dem 12. und 13. Jahrhundert und vereint romanische und gotische Bauelemente. Er umschliesst den idyllischen Kreuzganggarten, den sogenannten &laquo;Junkerfriedhof&raquo;.</p><p data-start="691" data-end="949">Hier wurden zwischen 1582 und 1874 bedeutende Schaffhauser Pers&ouml;nlichkeiten wie B&uuml;rgermeister, Ratsherren, Pfarrer sowie weitere verdiente B&uuml;rgerinnen und B&uuml;rger beigesetzt. Der Kreuzgang ist heute ein eindr&uuml;cklicher Ort der Ruhe, Geschichte und Architektur.</p>;8.636229064365772;47.69494555;Klosterstrasse 19;8200;Schaffhausen;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/3/5/4/6/3546ed3084ed7f17332124fb18e41a866bd12100_sh_kreuzgang_allerheiligen_juni_sommer__1_.jpeg'}];2026-04-24T01:26:04+02:00
31a40f0b-b2b9-4650-bff6-140746be5d50;Steinerner Trauben;Repräsentatives Wohn- und Handelshaus aus dem frühen 17. Jahrhundert mit Steinerker und historischer Fassadenmalerei.;<p>Das repr&auml;sentative Wohn- und Handelshaus stammt aus dem fr&uuml;hen 17. Jahrhundert. Das Erdgeschoss war urspr&uuml;nglich als offene Halle gestaltet. Ein viereckiger Steinerker aus dem Jahr 1668 sowie die bemalte Dachuntersicht von 1720 mit zwei schwer beladenen Kaufmannsfuhren pr&auml;gen das Geb&auml;ude. Die Fassadenmalerei von C. Schmidt aus der Zeit um 1900 zeigt Josua und Kaleb mit einer Traube aus dem Land, wo Milch und Honig fliessen, und spielt auf den Wohlstand des fr&uuml;heren Hausherrn sowie den Hausnamen an. Im Innern sind reichhaltige Stuckaturen erhalten.</p>;8.859115225656574;47.6592971;Rathausplatz 11;8260;Stein am Rhein;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/b/f/0/6/bf06a2c367ee8fbb8fa1594e4fc0bfd476693234_steinamrhein_rathausplatz_fassadenmalereien_juli_sommer__2_.jpeg'}];2026-06-30T13:35:18+02:00
370d5d0f-0d03-438f-b1e1-fc65bee284e2;Schwarzes Horn;Das Haus zum Schwarzen Horn zählt zu den schönsten historischen Gebäuden in Stein am Rhein. Direkt am Rathausplatz gelegen, ist es ein wahres Schmuckstück der Altstadt.;<p><span data-teams="true">Stattlicher Eckbau aus dem 15. Jahrhundert. 1515 wurden dem dreigeschossigen Steinbau zwei vorkragende Fachwerkgeschosse aufgesetzt. Auffallend ist das zierliche Steinerkerchen. Das Haus ist das Geburtshaus von Johann Rudolf Schmid, Freiherr von Schwarzenhorn, der 1629&ndash;1643 als kaiserlicher Resident beim t&uuml;rkischen Sultan t&auml;tig war. 1914 wurde die Fassade mit der Darstellung seines Einzugs 1664 in Stein am Rhein bemalt.</span></p>;8.858992760909786;47.65950915;Rathausplatz 17;8260;Stein am Rhein;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/c/c/c/1/ccc1d4449978bbb012a693b4fc40e5ea2b11052b_steinamrhein_juni_2022__3_.jpeg'}];2026-05-14T23:55:03+02:00
3bf4ea53-5f5f-47fa-92e2-17081ae5228d;Holländerhaus;Das geschichtsträchtige Riegelhaus ist eines der schönsten Häuser im Kanton Schaffhausen. ;<p>1684 kaufte Tobias Holl&auml;nder den &laquo;Hof zu Hova&raquo; und errichtete dort seinen Adelssitz, das ber&uuml;hmte Holl&auml;nderhaus. Neben dem Haus steht die Kaserne, worin er standesgem&auml;ss seine Leibgarde beherbergte. Tobias Holl&auml;nder war im Stadtrat Schaffhausen der einflussreichste Mann seiner Zeit.</p>;8.67569014686288;47.782092649999996;Oberhof 22;8242;Hofen;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/e/6/9/5/e6959c5c4b5512c0b649bd02e23ce32a6fc234bc_hofen_hollaenderhaus_haus_dorf_oktober_herbst__3_.jpg'}];2026-05-14T16:13:30+02:00
44235085-3bad-4212-b814-f3d9369f5411;Schwabentor;Das Schwabentor in der Schaffhauser Altstadt wurde 1361 erstmals als "Neuturm" urkundlich erwähnt. Es bildete gegen die Schwaben den Nordabschluss der mittelalterlichen Stadtbefestigung. ;<p>Heute gelangt man durch das Schwabentor in die Vorstadt. Auf der westlichen Seite des Schwabentors ist noch ein St&uuml;ck der alten Stadtmauer mit Wehrgang und dem Finsterwaldturm als Eckturm erhalten geblieben. Weit &uuml;ber Schaffhausen hinaus bekannt wurde der Spruch des Kunstmalers Arnold Oechslin, welcher seit 1935 am Schlussstein des n&ouml;rdlichen Torbogens prangt: "Lappi tue d'Auge uf". Der Stadtrat hat den Entwurf aus vier Vorschl&auml;gen ausgew&auml;hlt. Zwischen dem Spruch und dem Schwabentor besteht kein geschichtlicher Zusammenhang.</p>;8.635424802483394;47.69969825;Vorstadt 3;8200;Schaffhausen;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/3/d/5/c/3d5ce7aa3bcf3fc812348a640be0b0942fa491c6_sh_schwanbentor_turm_september_spaetsommer__3_.jpeg'}];2026-05-15T06:34:06+02:00
450c2f22-606b-4411-bc8e-e73b1b1d8123;Schillerglocke;Die 4,5 Tonnen schwere Schillerglocke wurde 1486 gegossen und läutete bis 1895 als grösste Glocke des Münsters zu Allerheiligen. ;<p>Friedrich Schiller verwendete ihre Inschrift als Motto f&uuml;r sein ber&uuml;hmtes Gedicht &laquo;Das Lied der Glocke&raquo;.</p>;8.6365799;47.695058;Klosterstrasse 19;8200;Schaffhausen;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/9/d/b/b/9dbb9da7ab7d078b6b09aaf68310e5d513d66d25_sh_schillerglocke_fruehling_april__5_.jpeg'}];2026-03-10T12:16:11+01:00
4b5a72dd-ae1a-42ca-9d86-7ab6309ef2d5;Schleitheimer Dorfbach;Der Dorfkern reizt mit seinen Fachwerkhäusern und wird dazu vom Dorfbach geprägt, der mitten durch Schleitheim fliesst.;<p>Im Sommer wird der Dorfbach mit Geranien und in der Adventszeit mit Christb&auml;umen geschm&uuml;ckt.</p>;8.4822673;47.7481907;8226;Schleitheim;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/0/e/b/b/0ebb89ac3fed8e29f0f1a5429da1c788028fde2d_schleitheim_dorfbach_dorf_bach_oktober_herbst__1_.jpg'}];2026-06-30T13:28:08+02:00
546bac57-e8fc-45ea-804a-539c3060a663;Sonne;Historisches Wohn- und Gasthaus mit Fachwerk, Holzerker und Fassadenmalerei.;<p>Das Geb&auml;ude wurde erstmals 1448 erw&auml;hnt. Der auskragende Fachwerkaufbau stammt aus dem Jahr 1659. Urspr&uuml;nglich als Wohnhaus genutzt, diente es ab 1512 auch als Gast- und Wirtshaus. Auff&auml;llig sind der massive Holzerker ohne Untersatz sowie die Fassadenmalerei von C. Schmidt aus der Zeit um 1900, die die Begegnung zwischen Alexander dem Grossen und Diogenes (&laquo;Geh mir aus der Sonne&raquo;) zeigt und auf den Hausnamen anspielt. Im Innern sind eine gotische Balkendecke im ersten Obergeschoss sowie eine Rokoko-T&auml;felung im zweiten Obergeschoss erhalten.</p>;8.859016181828192;47.65933465;Rathausplatz 13;8260;Stein am Rhein;[{'@type': 'ImageObject', 'contentUrl': 'https://shltpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/a/4/0/3/a40317636b2c1670b1a283b7984656f0d93c9f24_steinamrhein_rathausplatz_fassadenmalereien_juli_sommer__1_.jpeg'}];2026-07-01T23:06:35+02:00
